,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
129,"$156,925 /yr (est.)",156925.0,"Marketing Lead Analyst - Citi Commercial Bank, VP (Hybrid)",7,1,1,"Citi
3.9", NY,3.9,0,211,10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),3.9,3.8,3.8,3.5,3.5,2023-05-25 00:05:29.940260,yr
130,"$82,000 /yr (est.)",82000.0,"Sr Business Systems Analyst, Marketing",4,1,1,"VIZIO, Inc.
2.4", CA,2.4,0,21,501 to 1000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),2.5,3.1,2.1,2.0,2.4,2023-05-25 00:05:33.818030,yr
131,"$57,694 /yr (est.)",57694.0,Marketing Analyst,2,2,1,"Premier Truck Rental
4.5", IN,4.5,0,9,51 to 200 Employees,2014,Company - Private,Car & Truck Rental,Transportation & Logistics,Unknown / Non-Applicable,4.0,4.5,4.4,4.4,4.5,2023-05-25 00:05:37.326505,yr
132,"$91,038 /yr (est.)",91038.0,Marketing Analyst II,3,1,0,"ENGIE North America Inc.
3.9", CA,3.9,0,15,10000+ Employees,2008,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD),3.5,3.5,3.7,3.3,3.6,2023-05-25 00:05:41.142929,yr
133,"$61,598 /yr (est.)",61598.0,Marketing Analyst,0,1,1,"Hydro-Gear
3.8", IN,3.8,0,32,1001 to 5000 Employees,1991,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.5,3.7,4.1,3.7,3.7,2023-05-25 00:05:45.099956,yr
134,"$61,213 /yr (est.)",61213.0,Director of Digital Marketing/Marketing Analyst,5,1,1,1st Choice Air Solutions, TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 00:05:48.249875,yr
135,"$49,867 /yr (est.)",49867.0,Market Research Analysts and Marketing Specialists,0,1,-1,"Sai Business Solutions
4.6", TX,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.3,4.4,4.9,4.5,4.9,2023-05-25 00:05:54.475723,yr
136,"$65,000 /yr (est.)",65000.0,Commercial Marketing Analyst,5,1,1,"Floworks International LLC
3.6", TX,3.6,0,11,501 to 1000 Employees,2012,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),3.3,3.8,3.4,3.2,3.3,2023-05-25 00:05:58.219582,yr
137,"$51,865 /yr (est.)",51865.0,Bilingual Marketing Compliance Analyst,2,1,-1,"Movement Mortgage
3.9", SC,3.9,0,15,1001 to 5000 Employees,2008,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.6,3.8,4.3,3.9,3.8,2023-05-25 00:06:01.443778,yr
138,"$75,790 /yr (est.)",75790.0,SENIOR MARKETING ANALYST,3,1,1,"Mindgruve
3.9", CA,3.9,0,22,51 to 200 Employees,2001,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),3.6,3.5,4.1,3.9,3.7,2023-05-25 00:06:04.449393,yr
